index,type_of_house,living_space,number_of_rooms,rent,construction_year,street,zipcode,region,tag,latitude,longitude
665,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
666,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
667,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
668,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
669,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
670,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
671,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
672,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
673,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
674,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
675,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
676,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
677,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
678,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
679,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
680,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
681,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
682,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
683,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
684,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
685,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
686,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
687,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
688,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
689,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
690,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
691,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
692,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
693,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
694,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
695,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
696,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
697,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
698,Maisonette,154,4.0,2270,2016,Auf dem Niederberg 17,61118,"Bad Vilbel, Wetteraukreis",/expose/113513720,50.1777151,50.1777151
699,Hochparterre,55,2.0,690,1949,Friedrich-Ebert-Straße 56,61118,"Bad Vilbel, Wetteraukreis",/expose/97863617,50.174114200000005,50.174114200000005
700,Hochparterre,67,3.0,1890,1886,Wiesenau 52,60323,"Frankfurt am Main, Westend-Süd",/expose/96707367,50.1218816,50.1218816
701,Etagenwohnung,55,2.0,1050,,Luisenstrasse 0,63263,"Neu-Isenburg, Offenbach (Kreis)",/expose/113978611,50.100609999999996,50.100609999999996
702,Erdgeschosswohnung,75,2.0,980,,Friedrich-Ludwig-Jahn-Str. 48,61440,"Oberursel, Oberursel (Taunus)",/expose/114534316,50.1851075,50.1851075
703,Etagenwohnung,75,3.0,1050,1985,Bettinastraße 20,63067,"Offenbach am Main, Stadtmitte",/expose/86578700,,
704,Etagenwohnung,57,2.0,855,2019,Lämmerspieler Straße 68,63165,"Mühlheim am Main, Offenbach (Kreis), Mühlheim am Main",/expose/93021768,50.11667,50.11667
705,Etagenwohnung,87,3.0,1380,2017,Koblenzerstraße 6,64293,"Darmstadt, Darmstadt-Nord",/expose/94918417,49.879202500000005,49.879202500000005
706,Etagenwohnung,73,3.0,1500,1916,,60389,"Frankfurt am Main, Nordend-Ost",/expose/111165252,50.12491970000001,50.12491970000001
707,Sonstige,40,,938,2013,Zur Kalbacher Höhe 19,60438,"Frankfurt, Riedberg",/expose/83839161,50.1783227,50.1783227
708,Etagenwohnung,83,3.0,1030,1997,Puiseauxplatz 5,63110,"Rodgau, Offenbach (Kreis)",/expose/114320915,50.0144,50.0144
709,Etagenwohnung,53,2.0,1500,1963,,60322,"Frankfurt am Main, Westend-Süd",/expose/93908055,50.1152448,50.1152448
710,Etagenwohnung,60,2.0,930,,Friedrichstrasse 23,63065,"Offenbach am Main, Stadtmitte",/expose/114371928,,
711,Etagenwohnung,60,2.0,670,,,63150,"Heusenstamm, Offenbach (Kreis)",/expose/98436678,18.78378,18.78378
712,Erdgeschosswohnung,88,3.0,1780,2019,,63067,"Offenbach am Main, Stadtmitte",/expose/114168306,18.78378,18.78378
713,Dachgeschoss,37,,720,1960,,65934,"Frankfurt am Main, Nied",/expose/95049201,50.1025967,50.1025967
714,Terrassenwohnung,64,2.0,1135,1900,Finkenhofstrasse 13,60322,"Frankfurt am Main, Nordend-West",/expose/82408739,50.1215586,50.1215586
715,,60,3.0,1200,2005,Heckerstraße 00,60529,"Frankfurt, Schwanheim",/expose/101849565,50.0857665,50.0857665
716,Sonstige,70,,1460,2016,Europa-Allee 165,60486,"Frankfurt am Main, Gallusviertel",/expose/108907269,50.1083558,50.1083558
717,Maisonette,90,3.0,1250,1970,Buchenweg 6,61118,"Bad Vilbel, Wetteraukreis",/expose/113428230,50.177065500000005,50.177065500000005
718,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
719,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
720,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
721,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
722,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
723,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
724,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
725,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
726,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
727,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
728,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
729,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
730,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
731,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
732,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
733,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
734,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
735,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
736,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
737,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
738,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
739,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
740,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
741,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
742,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
743,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
744,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
745,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
746,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
747,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
748,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
749,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
750,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
751,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
752,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
753,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
754,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
755,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
756,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
757,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
758,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
759,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
760,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
761,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
762,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
763,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
764,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
765,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
766,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
767,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
768,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
769,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
770,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
771,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
772,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
773,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
774,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
775,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
776,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
777,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
778,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
779,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
780,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
781,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
782,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
783,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
784,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
785,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
786,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
787,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
788,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
789,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
790,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
791,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
792,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
793,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
794,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
795,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
796,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
797,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
798,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
799,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
800,Dachgeschoss,80,3.0,1550,1880,Kurfürstenstr. 49,60486,"Frankfurt am Main, Bockenheim",/expose/114237680,50.119712799999995,50.119712799999995
801,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435895,50.115520000000004,50.115520000000004
802,Etagenwohnung,81,3.0,1445,2005,Voltastraße 43,60486,"Frankfurt am Main, Bockenheim",/expose/114546550,50.1167958,50.1167958
803,Dachgeschoss,20,1.0,440,1965,,60486,"Frankfurt, Bockenheim",/expose/82913104,50.1223606,50.1223606
804,Etagenwohnung,83,2.0,1445,2005,Voltastraße 41,60486,"Frankfurt am Main, Bockenheim",/expose/113486807,50.116794,50.116794
805,Etagenwohnung,100,2.0,2080,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113395106,50.12266029999999,50.12266029999999
806,,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435845,50.115520000000004,50.115520000000004
807,Maisonette,115,3.0,1950,2009,Ohmstraße 55,60486,"Frankfurt am Main, Bockenheim",/expose/114348636,50.1174939,50.1174939
808,,80,3.0,2050,1999,Ohmstr. 000,60486,"Frankfurt, Bockenheim",/expose/105155544,50.1176404,50.1176404
809,Dachgeschoss,60,2.0,1040,,Fritzlarer Strasse 9,60487,"Frankfurt a.M. - Bockenheim, Frankfurt am Main",/expose/114435871,50.115520000000004,50.115520000000004
810,Etagenwohnung,50,,950,2008,Galvanistraße 29,60486,"Frankfurt, Bockenheim",/expose/114484217,50.11795120000001,50.11795120000001
811,Etagenwohnung,59,2.0,1110,,Ohmstraße 9,60486,"Frankfurt Bockenheim, Frankfurt am Main",/expose/114496934,50.1176404,50.1176404
812,Etagenwohnung,82,3.0,1695,2006,,60486,"Frankfurt, Bockenheim",/expose/114286860,50.1223606,50.1223606
813,Penthouse,85,3.0,1630,2002,,60487,"Frankfurt am Main, Bockenheim",/expose/57895064,50.1223606,50.1223606
814,Etagenwohnung,20,1.0,775,2011,Salvador-Allende-Straße X,60487,"Frankfurt, Bockenheim",/expose/114524202,50.122509,50.122509
815,,23,1.0,830,1988,Große Seestr. 000,60487,"Frankfurt, Bockenheim",/expose/114309547,50.1195267,50.1195267
816,Etagenwohnung,65,2.0,1450,,Kurfürstenstraße 14A,60486,"Frankfurt am Main, Bockenheim",/expose/113847915,50.122193200000005,50.122193200000005
817,Etagenwohnung,110,2.0,2200,2010,Leipziger Straße 00,60486,"Frankfurt-Bockenheim, Frankfurt am Main",/expose/113394833,50.12266029999999,50.12266029999999
818,Etagenwohnung,62,2.0,1350,2011,Kurfürstenstr. 14a,60486,"Frankfurt am Main, Bockenheim",/expose/61973555,50.122193200000005,50.122193200000005
819,Etagenwohnung,45,1.0,205,,Pfingstbrunnenstraße 40,60486,"Frankfurt, Bockenheim",/expose/83854266,50.11768970000001,50.11768970000001
